state,session,bill,legiscan_link,legiscan_title,summary
Wisconsin,2019-2020,AB1,https://legiscan.com/WI/bill/AB1/2020,WI AB1 | 2019-2020 | Regular Session | LegiScan,"An Act to amend 40.51 (8), 40.51 (8m), 66.0137 (4), 120.13 (2) (g) and 185.983 (1) (intro.); and to create 609.847 and 632.728 of the statutes; Relating to: coverage of individuals with preexisting conditions."
Wisconsin,2013-2014,Senate Bill 43,https://legiscan.com/WI/bill/SB43/2013,WI SB43 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 71.05 (6) (a) 15., 71.05 (6) (b) 47. b., 71.21 (4) (a), 71.26 (2) (a) 4., 71.34 (1k) (g), 71.45 (2) (a) 10., 76.67 (2) and 77.92 (4); and to create 71.07 (5p), 71.10 (4) (cs), 71.28 (5p), 71.30 (3) (dr), 71.47 (5p), 71.49 (1) (dr), 76.634 and 238.17 of the statutes; Relating to: an income and franchise tax credit for investments in a community development financial institution. (FE)"
Wisconsin,2013-2014,Senate Bill 446,https://legiscan.com/WI/bill/SB446/2013,WI SB446 | 2013-2014 | Regular Session | LegiScan,An Act to amend 196.491 (3) (d) (intro.) and 196.493 (title); and to create 196.493 (3) of the statutes; Relating to: dry cask storage of spent fuel from nuclear power plants and granting rule-making authority. (FE)
Wisconsin,2013-2014,Senate Bill 448,https://legiscan.com/WI/bill/SB448/2013,WI SB448 | 2013-2014 | Regular Session | LegiScan,"An Act to renumber 77.54 (6); to renumber and amend 77.54 (6r); and to create 77.54 (6) (am) 4., 77.54 (6) (am) 5. and 77.54 (6) (bn) of the statutes; Relating to: the sales and use tax exemption for equipment used in a fertilizer blending, feed milling, or grain drying operation. (FE)"
Wisconsin,2013-2014,Senate Bill 47,https://legiscan.com/WI/bill/SB47/2013,WI SB47 | 2013-2014 | Regular Session | LegiScan,An Act to repeal 196.378 (2) (a) 2. d. and 196.378 (2) (a) 2. e.; and to amend 196.378 (2) (a) 2. c. of the statutes; Relating to: renewable energy requirements for retail electric utilities and cooperatives.
Wisconsin,2013-2014,Senate Bill 470,https://legiscan.com/WI/bill/SB470/2013,WI SB470 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 196.01 (1d) (a), 196.01 (1d) (b), 196.01 (1r), 196.01 (4m), 196.01 (12), 196.203 (1m) and 196.21; to amend 13.92 (4) (c), 13.92 (4) (d), 13.92 (4) (e), 13.92 (4) (f), 20.395 (3) (jh), 35.93 (2) (b) 4., 35.93 (2) (c) 1., 35.93 (3), 35.93 (3) (e) (intro.), 35.93 (3) (e) 1., 101.862 (4) (f), 196.19 (3), 196.19 (4), 196.192 (3) (b), 196.194, 196.49 (5g) (a) (intro.), 196.491 (3) (g), 196.50 (2) (i), 197.10 (4), 227.01 (13) (intro.), 227.11 (2) (intro.), 227.27 (2) and 941.40 (3) and (4) (b); and to create 13.92 (4) (bm) and 227.265 of the statutes; Relating to: Public Service Commission certificates for certain activities; tampering with telecommunications or electric wires; regulation of pay telephone service providers and cable television telecommunications service providers; accident reporting by telecommunications utilities; the definition of transmission facility; availability of public utility rate schedules; and rule-making procedures."
Wisconsin,2013-2014,Senate Bill 473,https://legiscan.com/WI/bill/SB473/2013,WI SB473 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 196.378 (3) (a) 1m., 196.49 (1) (am), 196.50 (1) (a) and 196.81 (3) (b); and to create 196.50 (1) (am) of the statutes; Relating to: renewable resource credits, removal of certain natural gas service laterals, natural gas public utility service in municipalities, and granting rule-making authority."
Wisconsin,2013-2014,Senate Bill 474,https://legiscan.com/WI/bill/SB474/2013,WI SB474 | 2013-2014 | Regular Session | LegiScan,An Act to amend 196.378 (2) (a) 2. d. and 196.378 (2) (a) 2. e.; and to create 196.378 (2) (a) 2. f. of the statutes; Relating to: renewable energy portfolio standards.
Wisconsin,2013-2014,Senate Bill 475,https://legiscan.com/WI/bill/SB475/2013,WI SB475 | 2013-2014 | Regular Session | LegiScan,"An Act to affect 2013 Wisconsin Act 20, section 9318 (14), 2013 Wisconsin Act 20, section 9418 (7), 2013 Wisconsin Act 20, section 9418 (7g), 2013 Wisconsin Act 116, section 33 (2) and 2013 Wisconsin Act 116, section 33 (2m); Relating to: changing the timing of eligibility changes and other changes to BadgerCare Plus. (FE)"
Wisconsin,2013-2014,Senate Bill 480,https://legiscan.com/WI/bill/SB480/2013,WI SB480 | 2013-2014 | Regular Session | LegiScan,An Act to renumber and amend 343.16 (3) (a); to amend 343.165 (4) (d) and 343.20 (1) (a); and to create 343.16 (3) (c) of the statutes; Relating to: the renewal of operator's licenses by persons 75 years of age or older. (FE)
Wisconsin,2013-2014,Senate Bill 484,https://legiscan.com/WI/bill/SB484/2013,WI SB484 | 2013-2014 | Regular Session | LegiScan,An Act to create 71.05 (6) (b) 51. of the statutes; Relating to: exempting from taxation certain amounts received by a realtor for the sale of a foreclosed property. (FE)
Wisconsin,2013-2014,Senate Bill 485,https://legiscan.com/WI/bill/SB485/2013,WI SB485 | 2013-2014 | Regular Session | LegiScan,An Act to repeal 16.40 (24) and 20.505 (1) (fz); and to create 16.40 (24) and 20.505 (1) (fz) of the statutes; Relating to: a grant to the city of Milwaukee to support the HOME GR/OWN program and making an appropriation. (FE)
Wisconsin,2013-2014,Senate Bill 487,https://legiscan.com/WI/bill/SB487/2013,WI SB487 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 943.14; and to create 814.61 (1) (f), 846.095, 943.13 (4m) (e) and 943.15 (1r) of the statutes; Relating to: a program for installing lighting on tax delinquent properties and properties in foreclosure and charging an additional fee for filing a foreclosure action to be used for lighting installation. (FE)"
Wisconsin,2013-2014,Senate Bill 488,https://legiscan.com/WI/bill/SB488/2013,WI SB488 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 943.14; and to create 846.085, 943.13 (4m) (e) and 943.15 (1r) of the statutes; Relating to: entry on property in foreclosure. (FE)"
Wisconsin,2013-2014,Senate Bill 490,https://legiscan.com/WI/bill/SB490/2013,WI SB490 | 2013-2014 | Regular Session | LegiScan,An Act to create 77.585 (11) of the statutes; Relating to: sales tax bad debt return adjustments for private label credit card bad debt. (FE)
Wisconsin,2013-2014,Senate Bill 495,https://legiscan.com/WI/bill/SB495/2013,WI SB495 | 2013-2014 | Regular Session | LegiScan,An Act to amend 66.0413 (1) (f) and 66.0413 (1) (i); and to create 846.03 of the statutes; Relating to: requiring a demolition bond in foreclosure actions. (FE)
Wisconsin,2013-2014,Senate Bill 498,https://legiscan.com/WI/bill/SB498/2013,WI SB498 | 2013-2014 | Regular Session | LegiScan,An Act to create 100.197 of the statutes; Relating to: notifications concerning the assertion of rights under a patent or pending patent and providing a penalty. (FE)
Wisconsin,2013-2014,Senate Bill 509,https://legiscan.com/WI/bill/SB509/2013,WI SB509 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 341.01 (2) (a), 347.21 (2), 348.05 (2) (c), 348.05 (3), 348.17 (6) (a) 3. and 348.27 (14); to renumber 100.47 (3); to renumber and amend 348.05 (2g), 348.07 (2) (e) and 348.17 (5); to amend 100.47 (2) (c), 100.47 (4) (intro.), 341.05 (17), 346.09 (1), 346.09 (3) (b), 346.13 (1), (2) and (3), 347.21 (1m), 347.22 (2), 347.245 (1), 347.245 (5), 348.05 (2) (a), 348.05 (2) (a), 348.06 (2), 348.07 (1), 348.08 (1) (b), 348.08 (1) (d), 348.08 (2), 348.15 (3) (b), 348.15 (3) (d), 348.15 (3) (f) 2., 348.15 (8), 348.16 (2), 348.17 (6) (a) 2., 348.21 (3) (intro.), 348.25 (4) (intro.), 348.25 (8) (b) (intro.), 348.25 (8) (e) and 348.25 (8) (f); to repeal and recreate 340.01 (24); and to create 100.47 (3) (b), 227.01 (13) (rs), 340.01 (1o), 346.05 (1) (g), 346.13 (4), 347.24 (3), 347.25 (2g), 348.01 (2) (bg), 348.01 (2) (bp), 348.02 (6), 348.03, 348.05 (2) (am), 348.05 (2g), 348.05 (2g) (b), 348.07 (2) (e) 1., 348.07 (2m), 348.09 (3), 348.15 (3) (g), 348.15 (9), 348.17 (5) (a) 1. and 2., 348.21 (3t) and 348.27 (19) of the statutes; Relating to: operation of agricultural vehicles on highways and providing a penalty. (FE)"
Wisconsin,2013-2014,Senate Bill 51,https://legiscan.com/WI/bill/SB51/2013,WI SB51 | 2013-2014 | Regular Session | LegiScan,An Act to amend 118.33 (1) (a) 1. of the statutes; Relating to: the number of mathematics and science credits required for a high school diploma.
Wisconsin,2013-2014,Senate Bill 542,https://legiscan.com/WI/bill/SB542/2013,WI SB542 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 446.01 (2) (a), 446.03 (intro.), 446.03 (1), 446.04 (2), 446.04 (4), 446.05 (1) and 451.02 (1); and to create 440.08 (2) (a) 24a., 446.01 (1a), 446.01 (1b), 446.023, 446.04 (6) and 632.87 (3) (d) of the statutes; Relating to: chiropractor registration to practice acupuncture, fee-splitting with a nonchiropractor acupuncturist, and granting the exercise of rule-making authority. (FE)"
Wisconsin,2013-2014,Senate Bill 543,https://legiscan.com/WI/bill/SB543/2013,WI SB543 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 20.370 (1) (cx), 77.81 (5), 77.82 (2m) (ac), 77.82 (2m) (ag), 77.82 (2m) (am), 77.82 (2m) (c), 77.82 (2m) (dm) 1., 77.82 (2m) (dm) 2., 77.82 (3) (am), 77.82 (4g), 77.82 (4m) (d), 77.83 (2) (am), 77.83 (4) (b), 77.86 (2), 77.86 (3) (title), 77.87 (1g) (d), 77.88 (2) (a) 1., 77.88 (3g) (a), 77.88 (4), 77.88 (5) (a) 1. and 2., 77.88 (5) (ab), 77.88 (5) (ar), 77.88 (5) (b), 77.88 (5) (c), 77.88 (6) and 77.91 (3); to renumber 77.81 (1), 77.83 (4) (a), 77.86 (1) (a), 77.86 (1) (b) and 77.89 (2) (b); to renumber and amend 77.06 (1), 77.81 (2m), 77.82 (1) (bn), 77.82 (12), 77.86 (1) (title), 77.86 (1) (c), 77.86 (1) (d), 77.86 (3), 77.88 (2) (a) (intro.), 77.88 (2) (a) 2., 77.88 (2) (a) 3., 77.88 (2) (e), 77.88 (2) (f), 77.88 (3), 77.88 (5) (a) (intro.) and 77.89 (2) (a); to amend 20.370 (5) (bv), 74.23 (1) (a) 2., 74.25 (1) (a) 2., 74.25 (1) (a) 3., 74.30 (1) (b), 74.30 (1) (c), 77.07 (2), 77.07 (3), 77.81 (6), 77.82 (1) (a) 1., 77.82 (1) (a) 2., 77.82 (1) (b) 3., 77.82 (2m) (title), 77.82 (3) (title), 77.82 (3) (ag), 77.82 (3) (ar), 77.82 (3) (c) (intro.), 77.82 (3) (g), 77.82 (4), 77.83 (2) (b), 77.84 (3) (b), 77.86 (4), 77.86 (5) (a), 77.86 (5) (b), 77.87 (1), 77.87 (2), 77.87 (3), 77.87 (5), 77.876 (1), 77.876 (4), 77.88 (title), 77.88 (1) (b) 1., 77.88 (1) (c), 77.88 (2) (am), 77.88 (2) (b), 77.88 (2) (c), 77.88 (3) (title), 77.88 (3g) (title), 77.88 (3g) (am) (intro.), 77.88 (3g) (b), 77.88 (3g) (c), 77.88 (3j) (c), 77.88 (3m), 77.88 (5) (am) 1., 77.88 (5m), 77.88 (7), 77.88 (8) (b), 77.883 (3), 77.885 (intro.), 77.89 (1), 77.89 (2) (title) and 77.91 (3m); to repeal and recreate 77.86 (title); and to create 77.10 (2) (d), 77.81 (1d), 77.81 (2r), 77.81 (4m), 77.82 (1) (a) 1m., 77.82 (1) (bp), 77.82 (3m), 77.82 (12) (a) 2., 77.82 (12) (a) 4., 77.82 (12) (a) 5., 77.82 (12) (a) 6., 77.83 (2) (ar), 77.83 (2) (d), 77.86 (1g) (title), 77.86 (4m), 77.88 (2) (a) (title), 77.88 (2) (ac) (title), 77.88 (2) (d) (title), 77.88 (2m), 77.88 (3) (am), 77.88 (3) (b) (title), 77.88 (3) (b) 1. (intro.) and 2., 77.88 (3) (c), 77.88 (3) (d), 77.88 (3g) (c), 77.88 (3j), 77.88 (3k), 77.88 (3L), 77.88 (4m), 77.88 (5) (ac), 77.88 (5) (am) (title) and 77.89 (3) (title) of the statutes; Relating to: eligibility requirements under the managed forest land program relating to parcel size and production of merchantable timber, management plans for managed forest lands, orders adding and withdrawing managed forest land, renewal of orders designating managed forest land, areas of managed forest lands that are open for public access, allowing managed forest lands to be used for recreational activities, regulation of cutting of timber on managed forest land and on forest croplands, withdrawal taxes and fees imposed on the withdrawal of managed forest land and yield taxes imposed for cutting timber from managed forest land, the sale or transfer of managed forest land, expiration of orders designating managed forest land, withdrawal of forest croplands that are held in trust for Indian tribes, a study of the managed forest land program, a report on exempt withdrawals from the managed forest land program and the forest cropland program, elimination of references to the woodland tax law, granting rule-making authority, requiring the exercise of rule-making authority, and providing a penalty. (FE)"
Wisconsin,2013-2014,Senate Bill 547,https://legiscan.com/WI/bill/SB547/2013,WI SB547 | 2013-2014 | Regular Session | LegiScan,An Act to amend 283.63 (1) (am) and 283.63 (4); and to create 283.13 (7) and 283.16 of the statutes; Relating to: adaptive management plans for reducing discharges of phosphorus and total suspended solids to the waters of the state and a statewide variance to the water quality standard for phosphorus for certain dischargers. (FE)
Wisconsin,2013-2014,Senate Bill 560,https://legiscan.com/WI/bill/SB560/2013,WI SB560 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 50.36 (3g) and 50.36 (6m) (a) 1.; to amend 50.35, 50.36 (1), 50.36 (2) (a), 50.36 (2) (b), 50.36 (3m), 50.36 (4), 50.36 (6m) (a) (intro.), 50.36 (6m) (a) 2., 50.36 (6m) (a) 3., 50.36 (6m) (b), 50.37 (intro.), 50.37 (4), 50.39 (1) and 323.19 (1); and to create 50.33 (1c), 50.33 (3), 50.36 (1m), 50.36 (3) (am) and 50.36 (3L) of the statutes; Relating to: regulation of hospitals, granting rule-making authority, and requiring the exercise of rule-making authority. (FE)"
Wisconsin,2013-2014,Senate Bill 566,https://legiscan.com/WI/bill/SB566/2013,WI SB566 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 20.155 (3) (t), 20.835 (1) (r), 25.17 (1) (ku), 25.99, 77.54 (55), 196.025 (6), 256.35 (1) (d), 256.35 (3) (a) 3., 256.35 (3) (b), (c), (d), (e), (f), (g), (i) and (j) and 256.35 (3m) (a) 2.; to renumber 256.35 (1) (a) and 256.35 (3) (a) 1.; to renumber and amend 256.35 (3) (a) 2.; to amend 15.01 (4), 15.797 (title), 20.835 (1) (db), 25.50 (3) (b), 79.035 (1), 196.025 (6) (b), 196.202 (2), 196.203 (1g) (a), 196.206 (1), 196.499 (1) (intro.), 196.50 (2) (j) 1. b., 256.35 (3) (title), 256.35 (3) (a) 4., 256.35 (3) (h) and 256.35 (4); and to create 15.797 (2), 16.9645 (2) (g), 20.155 (3) (h), 20.155 (3) (k), 256.35 (1) (am), 256.35 (1) (ct), 256.35 (1) (cw), 256.35 (1) (em), 256.35 (3) (a) 2m., 256.35 (3) (bm), 256.35 (3) (cm), 256.35 (3) (dm), 256.35 (3) (em), 256.35 (3f), 256.35 (3h), 256.35 (3j) and 256.35 (12) of the statutes; Relating to: state 911 telecommunications services, police and fire protection fee imposed on certain communications services, granting rule-making authority, and making appropriations. (FE)"
Wisconsin,2013-2014,Senate Bill 576,https://legiscan.com/WI/bill/SB576/2013,WI SB576 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal and recreate 628.02 (1) (b) 8.; and to create 601.31 (1) (s), 628.02 (1) (b) 8m. and 632.977 of the statutes; Relating to: the sale of limited lines travel insurance. (FE)"
Wisconsin,2013-2014,Senate Bill 577,https://legiscan.com/WI/bill/SB577/2013,WI SB577 | 2013-2014 | Regular Session | LegiScan,An Act to renumber and amend 70.111 (22); and to create 70.111 (22) (b) of the statutes; Relating to: the property tax exemption for rented personal property. (FE)
Wisconsin,2013-2014,Senate Bill 581,https://legiscan.com/WI/bill/SB581/2013,WI SB581 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 13.92 (4) (c), 13.92 (4) (d), 13.92 (4) (e), 13.92 (4) (f), 35.93 (2) (b) 4., 35.93 (2) (c) 1., 35.93 (3), 35.93 (3) (e) (intro.), 35.93 (3) (e) 1., 227.01 (13) (intro.), 227.11 (2) (intro.) and 227.27 (2); and to create 13.92 (4) (bm) and 227.265 of the statutes; Relating to: rule-making procedures and modifying and creating administrative rules related to long-term care insurance."
Wisconsin,2013-2014,Senate Bill 582,https://legiscan.com/WI/bill/SB582/2013,WI SB582 | 2013-2014 | Regular Session | LegiScan,"An Act to renumber 611.72 (3) and 611.73 (3); to amend 611.42 (1), 611.42 (2) (a), 611.73 (4), 611.76 (1) (c), 644.10 (1) (a) and 644.10 (1) (b); and to create 601.415 (11), 601.465 (1m) (c) 7., 601.465 (1n), 601.465 (3), 611.425, 611.72 (3) (bm), 611.73 (3) (b), 617.12, 617.21 (1) (cm), 617.215 and chapter 622 of the statutes; Relating to: own risk and solvency assessments, supervisory colleges, consolidated hearings for mergers of insurance companies, proxy voting by mutual policyholders, a presumption and exceptions with respect to the disclosure of insurance-related information, granting rule-making authority, and providing a penalty. (FE)"
Wisconsin,2013-2014,Senate Bill 588,https://legiscan.com/WI/bill/SB588/2013,WI SB588 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 346.49 (2m) (a), 346.49 (2m) (am), 346.49 (2m) (b), 346.49 (2r) (a), 346.49 (2r) (b) and 346.495 (1) (a); and to create 346.445, 346.49 (2m) (c) and 346.49 (2v) of the statutes; Relating to: pedestrians crossing railroad tracks and penalties for violations relating to railroad crossings and providing a penalty. (FE)"
Wisconsin,2013-2014,Senate Bill 598,https://legiscan.com/WI/bill/SB598/2013,WI SB598 | 2013-2014 | Regular Session | LegiScan,An Act to amend 115.415 (3) (a) (intro.) of the statutes; Relating to: utilizing an alternative process for educator effectiveness.
Wisconsin,2013-2014,Senate Bill 609,https://legiscan.com/WI/bill/SB609/2013,WI SB609 | 2013-2014 | Regular Session | LegiScan,An Act to amend 618.43 (1) (a) 2.; and to create 655.001 (8c) and 655.23 (3) (am) of the statutes; Relating to: authorizing out-of-state risk retention groups to provide health care liability insurance. (FE)
Wisconsin,2013-2014,Senate Bill 617,https://legiscan.com/WI/bill/SB617/2013,WI SB617 | 2013-2014 | Regular Session | LegiScan,"An Act to renumber 101.12 (3) (am) 2. and 101.12 (3) (am) 4.; to renumber and amend 101.12 (3) (am) 1., 101.12 (3) (am) 3. and 101.12 (3) (am) 5.; to amend 101.02 (15) (j) and 101.19 (1g) (am); and to create 15.407 (18), 101.02 (7r), 101.023, 101.12 (3) (bq), 101.12 (3m) (d), 101.12 (3r), 101.12 (4) and 101.14 (4r) of the statutes; Relating to: ordinances, variances, and rules relating to the constructing or altering of, or adding to, public buildings and buildings that are places of employment, the creation of a building code council, and inspections of public buildings and buildings that are places of employment, and granting rule-making authority. (FE)"
Wisconsin,2013-2014,Senate Bill 62,https://legiscan.com/WI/bill/SB62/2013,WI SB62 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 344.62 (2), 344.64 (1), 344.64 (2) and 344.65 (1) (c) of the statutes; Relating to: proof of motor vehicle liability insurance."
Wisconsin,2013-2014,Senate Bill 625,https://legiscan.com/WI/bill/SB625/2013,WI SB625 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 30.025 (1s) (b), 30.025 (2g) and 30.025 (2s) (a) 1. and 2.; to renumber 30.025 (1b) (a), 30.025 (1e) (c) and 30.025 (5); to renumber and amend 30.025 (1e) (a), 30.025 (1e) (b), 30.025 (2s) (a) (intro.), 30.025 (3) (intro.) (except 30.025 (3) (title)), 30.025 (3) (a) and 30.025 (3) (b); to amend 30.025 (1b) (b), 30.025 (1b) (c), 30.025 (1m), 30.025 (1s) (a), 30.025 (2), 30.025 (4), 196.491 (3) (a) 3. a. and 196.491 (3) (a) 3. b.; to repeal and recreate 30.025 (2s) (b) and 30.025 (5) (title); and to create 30.025 (1b) (ag), 30.025 (1b) (aj), 30.025 (1b) (am), 30.025 (1b) (bm), 30.025 (1b) (d), 30.025 (1s) (c) to (f), 30.025 (2m), 30.025 (3) (c) to (e), 30.025 (4m), 30.025 (5) (d), 30.12 (1mn), 30.20 (1g) (d), 59.692 (1n) and 196.492 of the statutes; Relating to: procedures for utility projects that require a permit from the Department of Natural Resources. (FE)"
Wisconsin,2013-2014,Senate Bill 629,https://legiscan.com/WI/bill/SB629/2013,WI SB629 | 2013-2014 | Regular Session | LegiScan,"An Act to renumber and amend 346.072 (1); to amend 103.503 (title), 103.503 (1) (a), 103.503 (1) (c), 103.503 (1) (e), 103.503 (1) (f), 103.503 (1) (g), 103.503 (2), 103.503 (3) (a) (intro.), 103.503 (3) (a) 2., 103.503 (3) (a) 3., 103.503 (4) (a) (intro.) and 346.072 (title); and to create 103.503 (1) (h), 103.503 (1) (i), 103.503 (4m) and 346.072 (1g) of the statutes; Relating to: substance abuse by employees performing work on public utility projects located in public rights-of-way and passing emergency or roadside service vehicles stopped on or near the highway. (FE)"
Wisconsin,2013-2014,Senate Bill 632,https://legiscan.com/WI/bill/SB632/2013,WI SB632 | 2013-2014 | Regular Session | LegiScan,"An Act to renumber and amend 59.69 (10) (ab), 60.61 (5) (ab), 62.23 (7) (ab) and 295.20 (2) (a); to amend 84.06 (12) (b) (intro.), 85.193 (2) (intro.), 295.20 (1) (a) 2., 295.20 (2) (title), 295.20 (2) (b) and 295.20 (3) (a); and to create 59.69 (10) (ab) 1., 59.69 (10) (as), 60.61 (5) (ab) 1., 60.61 (5) (as), 62.23 (7) (ab) 1., 62.23 (7) (hs), 66.0416, 85.193 (3) and 295.20 (2) (a) 2. of the statutes; Relating to: local regulation of nonmetallic mining and preservation of marketable nonmetallic mineral deposits. (FE)"
Wisconsin,2013-2014,Senate Bill 64,https://legiscan.com/WI/bill/SB64/2013,WI SB64 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 196.378 (2) (a) 1.; and to create 16.75 (12) (b) 3., 196.378 (2) (a) 1g. and 196.378 (2) (a) 1r. of the statutes; Relating to: renewable energy goals for state energy consumption and for energy use by certain state agencies. (FE)"
Wisconsin,2013-2014,Senate Bill 66,https://legiscan.com/WI/bill/SB66/2013,WI SB66 | 2013-2014 | Regular Session | LegiScan,An Act to amend 20.144 (1) (a) 3. and 34.08 (2); and to create 20.144 (1) (a) 4. of the statutes; Relating to: payments for losses of public deposits in failed or failing financial institutions. (FE)
Wisconsin,2013-2014,Senate Bill 675,https://legiscan.com/WI/bill/SB675/2013,WI SB675 | 2013-2014 | Regular Session | LegiScan,An Act to amend 846.10 (2) and 846.101 (2) of the statutes; Relating to: reducing certain redemption periods in foreclosure actions.
Wisconsin,2013-2014,Senate Bill 70,https://legiscan.com/WI/bill/SB70/2013,WI SB70 | 2013-2014 | Regular Session | LegiScan,An Act to repeal 221.1101 (3); to amend 221.1101 (1) (b); and to create 221.1101 (6) and 227.01 (13) (yw) and (yy) of the statutes; Relating to: bank service corporations and credit union service organizations. (FE)
Wisconsin,2013-2014,Senate Bill 71,https://legiscan.com/WI/bill/SB71/2013,WI SB71 | 2013-2014 | Regular Session | LegiScan,"An Act to repeal 66.0401 (4) (f) 1.; to renumber and amend 66.0401 (4) (f) 2.; and to amend 66.0401 (1m) (intro.), 66.0401 (4) (g), 66.0401 (5) (b) 3. and 196.378 (4g) (b) of the statutes; Relating to: limiting the regulation of wind energy systems by local governments. (FE)"
Wisconsin,2013-2014,Senate Bill 73,https://legiscan.com/WI/bill/SB73/2013,WI SB73 | 2013-2014 | Regular Session | LegiScan,"An Act to amend 71.05 (6) (a) 15., 71.05 (6) (b) 47. b., 71.21 (4) (a), 71.26 (2) (a) 4., 71.34 (1k) (g), 71.45 (2) (a) 10. and 77.92 (4); and to create 71.07 (8s), 71.10 (4) (cf), 71.28 (8s), 71.30 (3) (cf), 71.47 (8s), 71.49 (1) (cf) and 73.155 of the statutes; Relating to: an income and franchise tax credit for workplace wellness programs, granting rule-making authority, and requiring the exercise of rule-making authority. (FE)"
Wisconsin,2013-2014,Senate Bill 76,https://legiscan.com/WI/bill/SB76/2013,WI SB76 | 2013-2014 | Regular Session | LegiScan,An Act to create 118.40 (3) (f) of the statutes; Relating to: contracts for additional charter schools.
Wisconsin,2013-2014,Senate Bill 79,https://legiscan.com/WI/bill/SB79/2013,WI SB79 | 2013-2014 | Regular Session | LegiScan,An Act to create 100.65 of the statutes; Relating to: contracting with residential contractors.
Wisconsin,2013-2014,Senate Bill 89,https://legiscan.com/WI/bill/SB89/2013,WI SB89 | 2013-2014 | Regular Session | LegiScan,An Act to create 77.54 (60) and 77.54 (61) of the statutes; Relating to: sales tax holidays in August and in November. (FE)
Wisconsin,2013-2014,Senate Joint Resolution 87,https://legiscan.com/WI/bill/SJResolution/2013,Page Not Found | LegiScan,
Wisconsin,2011-2012,Assembly Bill 1,https://legiscan.com/WI/bill/AB1/2011,WI AB1 | 2011-2012 | Regular Session | LegiScan,"An Act to amend 71.07 (3q) (d) 2., 71.28 (3q) (d) 2. and 71.47 (3q) (d) 2. of the statutes; relating to: processing refunds for the jobs tax credit. (FE)"
Wisconsin,2011-2012,Assembly Bill 104,https://legiscan.com/WI/bill/AB104/2011,WI AB104 | 2011-2012 | Regular Session | LegiScan,An Act to create 15.34 (2) (bg) and (br) of the statutes; relating to: membership of the Natural Resources Board.
Wisconsin,2011-2012,Assembly Bill 106,https://legiscan.com/WI/bill/AB106/2011,WI AB106 | 2011-2012 | Regular Session | LegiScan,"An Act to amend 799.01 (1) (c), 799.01 (1) (d) (intro.), 799.01 (2), 814.62 (3) (a) and 814.62 (3) (d) 2. of the statutes; relating to: increasing the jurisdictional amount in and the filing fee for small claims actions. (FE)"
Wisconsin,2011-2012,Assembly Bill 107,https://legiscan.com/WI/bill/AB107/2011,WI AB107 | 2011-2012 | Regular Session | LegiScan,"An Act to amend 79.10 (1m) (b), 79.10 (6m) (a), 79.10 (7m) (cm) 1. a. and 79.10 (7m) (cm) 2. a.; and to create 20.835 (3) (bg), 74.09 (3) (b) 6g., 79.10 (2) (c), 79.10 (5g), 79.10 (7m) (cg), 79.10 (9) (bg), 79.10 (9) (c) 4. and 79.10 (12) of the statutes; relating to: a property tax credit for business expansion and making an appropriation. (FE)"
Wisconsin,2011-2012,Assembly Bill 114,https://legiscan.com/WI/bill/AB114/2011,WI AB114 | 2011-2012 | Regular Session | LegiScan,"An Act to amend 196.378 (1) (h) 1m. and 196.378 (2) (b) 1m.; and to create 196.378 (1) (dm), 196.378 (1) (m) and 196.378 (2) (b) 1o. of the statutes; relating to: eligibility of hydroelectric resources under the renewable portfolio standard."
Wisconsin,2011-2012,Assembly Bill 117,https://legiscan.com/WI/bill/AB117/2011,WI AB117 | 2011-2012 | Regular Session | LegiScan,"An Act to amend 20.866 (2) (z) (intro.) of the statutes; and to affect 2009 Wisconsin Act 28, section 9106 (1) (r) 1.; relating to: an addition to the 2009-11 Authorized State Building Program and granting bonding authority. (FE)"
Wisconsin,2011-2012,Assembly Bill 119,https://legiscan.com/WI/bill/AB119/2011,WI AB119 | 2011-2012 | Regular Session | LegiScan,An Act to amend 341.14 (6r) (fm) 7.; and to create 341.14 (6r) (f) 62. of the statutes; relating to: special distinguishing registration plates expressing support for the family members of law enforcement officers who have died in the line of duty. (FE)
Wisconsin,2011-2012,Assembly Bill 122,https://legiscan.com/WI/bill/AB122/2011,WI AB122 | 2011-2012 | Regular Session | LegiScan,An Act to create 111.335 (1) (d) of the statutes; relating to: permitting an educational agency to refuse to employ or to terminate from employment an unpardoned felon. (FE)
