state,session,bill,legiscan_link,legiscan_title,summary
Colorado,2018,SB 265,https://legiscan.com/CO/bill/SB265/2018,CO SB265 | 2018 | Regular Session | LegiScan,Concerning state income tax benefits for amounts contributed to a child care savings account.
Colorado,2018,SB 266,https://legiscan.com/CO/bill/SB266/2018,CO SB266 | 2018 | Regular Session | LegiScan,"Concerning controlling costs under the ""Colorado Medical Assistance Act"", and, in connection therewith, using data and technology, creating a hospital review program, and making and reducing an appropriation."
Colorado,2018,SB 268,https://legiscan.com/CO/bill/SB268/2018,CO SB268 | 2018 | Regular Session | LegiScan,Concerning the scope of the authority of the department of transportation to award a design bid build highway project contract in an amount that exceeds the estimate of the department on the project.
Colorado,2018,SB 269,https://legiscan.com/CO/bill/SB269/2018,CO SB269 | 2018 | Regular Session | LegiScan,"Concerning providing funding for local education providers to implement school security improvements to prevent incidences of school violence, and, in connection therewith, creating the school security disbursement program."
Colorado,2018,SB 270,https://legiscan.com/CO/bill/SB270/2018,CO SB270 | 2018 | Regular Session | LegiScan,"Concerning establishing a statewide program to coordinate referrals of high-risk individuals in need of behavioral health transition services, and, in connection therewith, making an appropriation."
Colorado,2018,SB 271,https://legiscan.com/CO/bill/SB271/2018,CO SB271 | 2018 | Regular Session | LegiScan,"Concerning changes to improve funding for marijuana research, and, in connection therewith, making an appropriation."
Colorado,2018,SB 272,https://legiscan.com/CO/bill/SB272/2018,CO SB272 | 2018 | Regular Session | LegiScan,"Concerning suicide prevention training in schools, and, in connection therewith, making an appropriation."
Colorado,2018,SB 273,https://legiscan.com/CO/bill/SB273/2018,CO SB273 | 2018 | Regular Session | LegiScan,"Concerning the preservation of the senior property tax exemption of a senior who changes his or her primary residence due to medical necessity, and, in connection therewith, defining medical necessity to include a medical condition verified by a physician that required a senior to move from the senior's primary residence to a primary residence that the senior can freely occupy without using stairs or a primary residence that is not located in a high-altitude area."
Colorado,2018,SB 274,https://legiscan.com/CO/bill/SB274/2018,CO SB274 | 2018 | Regular Session | LegiScan,"Concerning the implementation of recommendations from prison utilization studies, and, in connection therewith, renaming and repurposing certain correctional facilities and making an appropriation."
Colorado,2018,SB 275,https://legiscan.com/CO/bill/SB275/2018,CO SB275 | 2018 | Regular Session | LegiScan,Concerning the ability of seaplanes to operate in Colorado.
Colorado,2018,SB 276,https://legiscan.com/CO/bill/SB276/2018,CO SB276 | 2018 | Regular Session | LegiScan,Concerning an increase in the general fund reserve.
Colorado,2018,SB 277,https://legiscan.com/CO/bill/SB277/2018,CO SB277 | 2018 | Regular Session | LegiScan,"Concerning the exemption of virtual currency from regulation under the ""Money Transmitters Act""."
Colorado,2018,SB 279,https://legiscan.com/CO/bill/SB279/2018,CO SB279 | 2018 | Regular Session | LegiScan,Concerning the development of marijuana certification technology.
Colorado,2018,SB 280,https://legiscan.com/CO/bill/SB280/2018,CO SB280 | 2018 | Regular Session | LegiScan,"Concerning a transfer from the general fund to the tobacco litigation settlement cash fund to be allocated to the programs, services, and funds that currently receive tobacco litigation settlement money."
Colorado,2018,SB 811,https://legiscan.com/CO/bill/SB811/2018,Page Not Found | LegiScan,
Colorado,2018,SCR 004,https://legiscan.com/CO/bill/SCR004/2018,CO SCR004 | 2018 | Regular Session | LegiScan,"Submitting to the registered electors of the state of Colorado an amendment to the Colorado constitution concerning a change to the way that congressional districts are drawn, and, in connection therewith, taking the duty to draw congressional districts away from the state legislature and giving it to an independent commission, composed of twelve citizens who possess specified qualifications; prohibiting any one political party's control of the commission by requiring that one-third of commissioners will not be affiliated with any political party, one-third of the commissioners will be affiliated with the state's largest political party, and one-third of the commissioners will be affiliated with the state's second largest political party; prohibiting certain persons, including professional lobbyists, federal campaign committee employees, and federal, state, and local elected officials, from serving on the commission; limiting judicial review of a map to a determination by the supreme court of whether the commission or its nonpartisan staff committed an abuse of discretion; requiring the commission to draw districts with a focus on communities of interest and political subdivisions, such as cities and counties, and then to maximize the number of competitive congressional seats to the extent possible; and prohibiting maps from being drawn to dilute the electoral influence of any racial or ethnic group or to protect any incumbent, any political candidate, or any political party."
Colorado,2018,SCR 005,https://legiscan.com/CO/bill/SCR005/2018,CO SCR005 | 2018 | Regular Session | LegiScan,"Submitting to the registered electors of the state of Colorado an amendment to the Colorado constitution concerning a change to the manner in which state senate and state house of representatives districts are drawn, and, in connection therewith, reforming the existing legislative reapportionment commission by expanding the commission to twelve members and authorizing the appointment of members who possess specified qualifications; prohibiting any one political party's control of the commission by requiring that one-third of commissioners will not be affiliated with any political party, one-third of the commissioners will be affiliated with the state's largest political party, and one-third of the commissioners will be affiliated with the state's second largest political party; prohibiting certain persons, including professional lobbyists, federal campaign committee employees, and federal, state, and local elected officials, from serving on the commission; limiting judicial review of a map to a determination by the supreme court of whether the commission or its nonpartisan staff committed an abuse of discretion; requiring the commission to draw state legislative districts using communities of interest as well as political subdivisions, such as cities and counties, and then to maximize the number of competitive state legislative seats to the extent possible; and prohibiting maps from being drawn to dilute the electoral influence of any racial or ethnic group or to protect any incumbent, any political candidate, or any political party."
Colorado,2018,SECTION NAMES,https://legiscan.com/CO/bill/SECTIONNAMES/2018,Page Not Found | LegiScan,
Colorado,2018,SHORT-TERM LIMITED,https://legiscan.com/CO/bill/SHORT-TERMLIMITED/2018,Page Not Found | LegiScan,
Colorado,2018,SJM 001,https://legiscan.com/CO/bill/SJM001/2018,CO SJM001 | 2018 | Regular Session | LegiScan,Concerning the need for Congress to fund catastrophic wildfire response costs outside of federal forest management agencies' normal budgets.
Colorado,2018,SJM 002,https://legiscan.com/CO/bill/SJM002/2018,CO SJM002 | 2018 | Regular Session | LegiScan,Memorializing Congress to eliminate subsidies for energy industries.
Colorado,2018,SJM 004,https://legiscan.com/CO/bill/SJM004/2018,CO SJM004 | 2018 | Regular Session | LegiScan,Memorializing former Congressman Ray Kogovsek.
Colorado,2018,SJM 005,https://legiscan.com/CO/bill/SJM005/2018,CO SJM005 | 2018 | Regular Session | LegiScan,Memorializing the United States Congress to call a constitutional convention for the exclusive purpose of proposing an amendment to the United States Constitution to reverse recent United States Supreme Court decisions in the area of campaign and political finance thereby restoring balance and integrity to our elections.
Colorado,2018,SJR 003,https://legiscan.com/CO/bill/SJR003/2018,CO SJR003 | 2018 | Regular Session | LegiScan,Concerning approval of water project revolving fund eligibility lists administered by the Colorado water resources and power development authority.
Colorado,2018,SMALL AND,https://legiscan.com/CO/bill/SMALLAND/2018,Page Not Found | LegiScan,
Colorado,2018,STAND-ALONE DENTAL,https://legiscan.com/CO/bill/STAND-ALONEDENTAL/2018,Page Not Found | LegiScan,
Colorado,2018,STANDARDS AND,https://legiscan.com/CO/bill/STANDARDSAND/2018,Page Not Found | LegiScan,
Colorado,2018,STANDARDS FOR,https://legiscan.com/CO/bill/STANDARDSFOR/2018,Page Not Found | LegiScan,
Colorado,2018,TO INCLUDE,https://legiscan.com/CO/bill/TOINCLUDE/2018,Page Not Found | LegiScan,
Colorado,2018,and,https://legiscan.com/CO/bill/and/2018,Page Not Found | LegiScan,
Colorado,2018,and Key,https://legiscan.com/CO/bill/andKey/2018,Page Not Found | LegiScan,
Colorado,2018,in connection,https://legiscan.com/CO/bill/inconnection/2018,Page Not Found | LegiScan,
Colorado,2018,making an,https://legiscan.com/CO/bill/makingan/2018,Page Not Found | LegiScan,
Colorado,2017,007,https://legiscan.com/CO/bill/007/2017,Page Not Found | LegiScan,
Colorado,2017,010,https://legiscan.com/CO/bill/010/2017,Page Not Found | LegiScan,
Colorado,2017,011,https://legiscan.com/CO/bill/011/2017,Page Not Found | LegiScan,
Colorado,2017,013,https://legiscan.com/CO/bill/013/2017,Page Not Found | LegiScan,
Colorado,2017,014,https://legiscan.com/CO/bill/014/2017,Page Not Found | LegiScan,
Colorado,2017,015,https://legiscan.com/CO/bill/015/2017,Page Not Found | LegiScan,
Colorado,2017,019,https://legiscan.com/CO/bill/019/2017,Page Not Found | LegiScan,
Colorado,2017,020,https://legiscan.com/CO/bill/020/2017,Page Not Found | LegiScan,
Colorado,2017,027,https://legiscan.com/CO/bill/027/2017,Page Not Found | LegiScan,
Colorado,2017,028,https://legiscan.com/CO/bill/028/2017,Page Not Found | LegiScan,
Colorado,2017,029,https://legiscan.com/CO/bill/029/2017,Page Not Found | LegiScan,
Colorado,2017,034,https://legiscan.com/CO/bill/034/2017,Page Not Found | LegiScan,
Colorado,2017,037,https://legiscan.com/CO/bill/037/2017,Page Not Found | LegiScan,
Colorado,2017,042,https://legiscan.com/CO/bill/042/2017,Page Not Found | LegiScan,
Colorado,2017,043,https://legiscan.com/CO/bill/043/2017,Page Not Found | LegiScan,
Colorado,2017,045,https://legiscan.com/CO/bill/045/2017,Page Not Found | LegiScan,
Colorado,2017,046,https://legiscan.com/CO/bill/046/2017,Page Not Found | LegiScan,
Colorado,2017,047,https://legiscan.com/CO/bill/047/2017,Page Not Found | LegiScan,
Colorado,2017,051,https://legiscan.com/CO/bill/051/2017,Page Not Found | LegiScan,
Colorado,2017,059,https://legiscan.com/CO/bill/059/2017,Page Not Found | LegiScan,
Colorado,2017,063,https://legiscan.com/CO/bill/063/2017,Page Not Found | LegiScan,
Colorado,2017,064,https://legiscan.com/CO/bill/064/2017,Page Not Found | LegiScan,
Colorado,2017,071,https://legiscan.com/CO/bill/071/2017,Page Not Found | LegiScan,
Colorado,2017,077,https://legiscan.com/CO/bill/077/2017,Page Not Found | LegiScan,
Colorado,2017,078,https://legiscan.com/CO/bill/078/2017,Page Not Found | LegiScan,
Colorado,2017,081,https://legiscan.com/CO/bill/081/2017,Page Not Found | LegiScan,
Colorado,2017,085,https://legiscan.com/CO/bill/085/2017,Page Not Found | LegiScan,
Colorado,2017,086,https://legiscan.com/CO/bill/086/2017,Page Not Found | LegiScan,
Colorado,2017,087,https://legiscan.com/CO/bill/087/2017,Page Not Found | LegiScan,
Colorado,2017,091,https://legiscan.com/CO/bill/091/2017,Page Not Found | LegiScan,
Colorado,2017,092,https://legiscan.com/CO/bill/092/2017,Page Not Found | LegiScan,
Colorado,2017,093,https://legiscan.com/CO/bill/093/2017,Page Not Found | LegiScan,
Colorado,2017,094,https://legiscan.com/CO/bill/094/2017,Page Not Found | LegiScan,
Colorado,2017,1032,https://legiscan.com/CO/bill/1032/2017,Page Not Found | LegiScan,
Colorado,2017,1034,https://legiscan.com/CO/bill/1034/2017,Page Not Found | LegiScan,
Colorado,2017,1035,https://legiscan.com/CO/bill/1035/2017,Page Not Found | LegiScan,
Colorado,2017,1036,https://legiscan.com/CO/bill/1036/2017,Page Not Found | LegiScan,
Colorado,2017,1037,https://legiscan.com/CO/bill/1037/2017,Page Not Found | LegiScan,
Colorado,2017,1038,https://legiscan.com/CO/bill/1038/2017,Page Not Found | LegiScan,
Colorado,2017,1039,https://legiscan.com/CO/bill/1039/2017,Page Not Found | LegiScan,
Colorado,2017,1040,https://legiscan.com/CO/bill/1040/2017,Page Not Found | LegiScan,
Colorado,2017,1045,https://legiscan.com/CO/bill/1045/2017,Page Not Found | LegiScan,
Colorado,2017,1046,https://legiscan.com/CO/bill/1046/2017,Page Not Found | LegiScan,
Colorado,2017,1047,https://legiscan.com/CO/bill/1047/2017,Page Not Found | LegiScan,
Colorado,2017,1048,https://legiscan.com/CO/bill/1048/2017,Page Not Found | LegiScan,
Colorado,2017,1054,https://legiscan.com/CO/bill/1054/2017,Page Not Found | LegiScan,
Colorado,2017,1056,https://legiscan.com/CO/bill/1056/2017,Page Not Found | LegiScan,
Colorado,2017,1061,https://legiscan.com/CO/bill/1061/2017,Page Not Found | LegiScan,
Colorado,2017,1063,https://legiscan.com/CO/bill/1063/2017,Page Not Found | LegiScan,
Colorado,2017,1064,https://legiscan.com/CO/bill/1064/2017,Page Not Found | LegiScan,
Colorado,2017,1065,https://legiscan.com/CO/bill/1065/2017,Page Not Found | LegiScan,
Colorado,2017,1066,https://legiscan.com/CO/bill/1066/2017,Page Not Found | LegiScan,
Colorado,2017,1067,https://legiscan.com/CO/bill/1067/2017,Page Not Found | LegiScan,
Colorado,2017,1071,https://legiscan.com/CO/bill/1071/2017,Page Not Found | LegiScan,
Colorado,2017,1075,https://legiscan.com/CO/bill/1075/2017,Page Not Found | LegiScan,
Colorado,2017,1077,https://legiscan.com/CO/bill/1077/2017,Page Not Found | LegiScan,
Colorado,2017,1083,https://legiscan.com/CO/bill/1083/2017,Page Not Found | LegiScan,
Colorado,2017,1084,https://legiscan.com/CO/bill/1084/2017,Page Not Found | LegiScan,
Colorado,2017,1116,https://legiscan.com/CO/bill/1116/2017,Page Not Found | LegiScan,
Colorado,2017,1123,https://legiscan.com/CO/bill/1123/2017,Page Not Found | LegiScan,
Colorado,2017,1130,https://legiscan.com/CO/bill/1130/2017,Page Not Found | LegiScan,
Colorado,2017,1132,https://legiscan.com/CO/bill/1132/2017,Page Not Found | LegiScan,
Colorado,2017,1133,https://legiscan.com/CO/bill/1133/2017,Page Not Found | LegiScan,
Colorado,2017,1134,https://legiscan.com/CO/bill/1134/2017,Page Not Found | LegiScan,
Colorado,2017,1135,https://legiscan.com/CO/bill/1135/2017,Page Not Found | LegiScan,
Colorado,2017,134,https://legiscan.com/CO/bill/134/2017,Page Not Found | LegiScan,
Colorado,2017,138,https://legiscan.com/CO/bill/138/2017,Page Not Found | LegiScan,
Colorado,2017,140,https://legiscan.com/CO/bill/140/2017,Page Not Found | LegiScan,
Colorado,2017,143,https://legiscan.com/CO/bill/143/2017,Page Not Found | LegiScan,
Colorado,2017,152,https://legiscan.com/CO/bill/152/2017,Page Not Found | LegiScan,
Colorado,2017,ALL INTERIM,https://legiscan.com/CO/bill/ALLINTERIM/2017,Page Not Found | LegiScan,
Colorado,2017,ALL PAYER,https://legiscan.com/CO/bill/ALLPAYER/2017,Page Not Found | LegiScan,
Colorado,2017,AND ALL,https://legiscan.com/CO/bill/ANDALL/2017,Page Not Found | LegiScan,
Colorado,2017,ANNUAL HEALTH,https://legiscan.com/CO/bill/ANNUALHEALTH/2017,Page Not Found | LegiScan,
Colorado,2017,AUDIT,https://legiscan.com/CO/bill/AUDIT/2017,Page Not Found | LegiScan,
Colorado,2017,And Weight,https://legiscan.com/CO/bill/AndWeight/2017,Page Not Found | LegiScan,
Colorado,2017,BEST FUNDING,https://legiscan.com/CO/bill/BESTFUNDING/2017,Page Not Found | LegiScan,
Colorado,2017,CARBON),https://legiscan.com/CO/bill/CARBON)/2017,Page Not Found | LegiScan,
Colorado,2017,CCR 1210,https://legiscan.com/CO/bill/CCR1210/2017,Page Not Found | LegiScan,
Colorado,2017,CCR 2505,https://legiscan.com/CO/bill/CCR2505/2017,Page Not Found | LegiScan,
Colorado,2017,CDC,https://legiscan.com/CO/bill/CDC/2017,Page Not Found | LegiScan,
Colorado,2017,CONCERNING ESSENTIAL,https://legiscan.com/CO/bill/CONCERNINGESSENTIAL/2017,Page Not Found | LegiScan,
Colorado,2017,CONCERNING NON-CONTRACTED,https://legiscan.com/CO/bill/CONCERNINGNON-CONTRACTED/2017,Page Not Found | LegiScan,
Colorado,2017,CONCERNING THE,https://legiscan.com/CO/bill/CONCERNINGTHE/2017,Page Not Found | LegiScan,
Colorado,2017,CUSTODIAL AGREEMENTS,https://legiscan.com/CO/bill/CUSTODIALAGREEMENTS/2017,Page Not Found | LegiScan,
Colorado,2017,DEFINITIONS,https://legiscan.com/CO/bill/DEFINITIONS/2017,Page Not Found | LegiScan,
Colorado,2017,DRUG PRICING,https://legiscan.com/CO/bill/DRUGPRICING/2017,Page Not Found | LegiScan,
Colorado,2017,HB ...,https://legiscan.com/CO/bill/HB.../2017,Page Not Found | LegiScan,
Colorado,2017,HB 1001,https://legiscan.com/CO/bill/HB1001/2017,CO HB1001 | 2017 | Regular Session | LegiScan,Concerning the ability of an employee of an employer who employs at least fifty employees to take up to eighteen hours of leave from work for purposes of attending his or her child's academic activities.
Colorado,2017,HB 1002,https://legiscan.com/CO/bill/HB1002/2017,CO HB1002 | 2017 | Regular Session | LegiScan,Concerning the extension of the income tax credit for child care expenses paid by a resident individual with a federal adjusted gross income of twenty-five thousand dollars or less.
Colorado,2017,HB 1003,https://legiscan.com/CO/bill/HB1003/2017,CO HB1003 | 2017 | Regular Session | LegiScan,Concerning a strategic action plan to address teacher shortages in Colorado.
Colorado,2017,HB 1004,https://legiscan.com/CO/bill/HB1004/2017,CO HB1004 | 2017 | Regular Session | LegiScan,Concerning a statewide policy for awarding college credit for military education and training.
Colorado,2017,HB 1005,https://legiscan.com/CO/bill/HB1005/2017,CO HB1005 | 2017 | Regular Session | LegiScan,Concerning modernization of various laws relating to the office of the state auditor.
Colorado,2017,HB 1006,https://legiscan.com/CO/bill/HB1006/2017,CO HB1006 | 2017 | Regular Session | LegiScan,Concerning the authorization of a process to correct statutory citations contained in executive branch agency rules published in the code of Colorado regulations without the requirement to follow rule-making procedures.
Colorado,2017,HB 1007,https://legiscan.com/CO/bill/HB1007/2017,CO HB1007 | 2017 | Regular Session | LegiScan,"Concerning a tax benefit for an employer who contributes to an employee's collegeinvest account, and, in connection therewith, enacting the 'Increase College Savings Act'."
Colorado,2017,HB 1008,https://legiscan.com/CO/bill/HB1008/2017,CO HB1008 | 2017 | Regular Session | LegiScan,Concerning an exemption from the water quality control commission's graywater control regulations for graywater used for the purpose of scientific research involving human exposure.
Colorado,2017,HB 1010,https://legiscan.com/CO/bill/HB1010/2017,CO HB1010 | 2017 | Regular Session | LegiScan,Concerning the authority of the Colorado dental board to promulgate rules based on clarifications to existing laws that relate to collaborative dental agreements.
Colorado,2017,HB 1011,https://legiscan.com/CO/bill/HB1011/2017,CO HB1011 | 2017 | Regular Session | LegiScan,"Concerning a limitation on when certain disciplinary actions may be commenced against a mental health professional, and, in connection therewith, requiring that a mental health professional provide notice to former clients regarding record retention and that all complaints be resolved by the agency within two years after the date the complaint was filed."
Colorado,2017,HB 1012,https://legiscan.com/CO/bill/HB1012/2017,CO HB1012 | 2017 | Regular Session | LegiScan,Concerning the creation of a Pueblo chile license plate.
Colorado,2017,HB 1013,https://legiscan.com/CO/bill/HB1013/2017,CO HB1013 | 2017 | Regular Session | LegiScan,Concerning a person's free exercise of religion.
Colorado,2017,HB 1014,https://legiscan.com/CO/bill/HB1014/2017,CO HB1014 | 2017 | Regular Session | LegiScan,Concerning the elimination of the criminal penalty imposed upon an elector for disclosing the contents of the elector's voted ballot.
Colorado,2017,HB 1015,https://legiscan.com/CO/bill/HB1015/2017,CO HB1015 | 2017 | Regular Session | LegiScan,Concerning clarifying the manner in which reductions of inmates' sentences are administered in county jails.
Colorado,2017,HB 1016,https://legiscan.com/CO/bill/HB1016/2017,CO HB1016 | 2017 | Regular Session | LegiScan,Concerning the ability of an urban renewal authority to exclude the valuation attributable to the extraction of mineral resources located within an urban renewal area from the total amount of taxable property subject to division for the purpose of financing urban renewal projects.
Colorado,2017,HB 1017,https://legiscan.com/CO/bill/HB1017/2017,CO HB1017 | 2017 | Regular Session | LegiScan,Concerning county surveyors.
Colorado,2017,HB 1018,https://legiscan.com/CO/bill/HB1018/2017,CO HB1018 | 2017 | Regular Session | LegiScan,Concerning extension of the authorization for a regional transportation authority to seek voter approval for a uniform mill levy on all taxable property within its territory.
Colorado,2017,HB 1019,https://legiscan.com/CO/bill/HB1019/2017,CO HB1019 | 2017 | Regular Session | LegiScan,Concerning the amounts collected by a county treasurer upon redemption of specified property interests from a tax sale.
Colorado,2017,HB 1020,https://legiscan.com/CO/bill/HB1020/2017,CO HB1020 | 2017 | Regular Session | LegiScan,concerning treatment of persons with mental illness in the criminal and juvenile justice systems.
Colorado,2017,HB 1021,https://legiscan.com/CO/bill/HB1021/2017,CO HB1021 | 2017 | Regular Session | LegiScan,concerning an employer's violation of wage laws.
Colorado,2017,HB 1022,https://legiscan.com/CO/bill/HB1022/2017,CO HB1022 | 2017 | Regular Session | LegiScan,"Concerning teaching civil government in public schools, including the history, culture, and contributions of American Indians, Hispanic Americans, African Americans, and Asian Americans, and, in connection therewith, making an appropriation."
Colorado,2017,HB 1023,https://legiscan.com/CO/bill/HB1023/2017,CO HB1023 | 2017 | Regular Session | LegiScan,Concerning a clarification of procedures for subpoenas for deceptive trade practices.
Colorado,2017,HB 1024,https://legiscan.com/CO/bill/HB1024/2017,CO HB1024 | 2017 | Regular Session | LegiScan,Concerning the nonsubstantive relocation of laws pertaining to the commission on family medicine.
Colorado,2017,HB 1025,https://legiscan.com/CO/bill/HB1025/2017,CO HB1025 | 2017 | Regular Session | LegiScan,Concerning the repeal of obsolete laws relating to reapportionment of state legislative districts.
Colorado,2017,HB 1026,https://legiscan.com/CO/bill/HB1026/2017,CO HB1026 | 2017 | Regular Session | LegiScan,"Concerning the suspension of a borrower's obligation to repay a reverse mortgage when a force majeure renders the subject property uninhabitable as a principal residence, and, in connection therewith, directing the wildfire matters review committee to study this issue in 2017."
Colorado,2017,HB 1027,https://legiscan.com/CO/bill/HB1027/2017,CO HB1027 | 2017 | Regular Session | LegiScan,"Concerning the Emily Maureen Ellen Keyes organ and tissue donation awareness fund, and, in connection therewith, changing the name of the fund, extending the repeal date of the fund, requiring an annual report on the use of donated funds, clarifying that an organ and tissue donor designation is effective unless revoked by the donor, and making an appropriation."
Colorado,2017,HB 1029,https://legiscan.com/CO/bill/HB1029/2017,CO HB1029 | 2017 | Regular Session | LegiScan,Concerning public records that are subject to denial of inspection.
Colorado,2017,HB 1030,https://legiscan.com/CO/bill/HB1030/2017,CO HB1030 | 2017 | Regular Session | LegiScan,Concerning updates to the 1921 law governing irrigation districts.
Colorado,2017,HB 1031,https://legiscan.com/CO/bill/HB1031/2017,CO HB1031 | 2017 | Regular Session | LegiScan,Concerning a requirement that the transportation legislation review committee conduct hearings throughout the state regarding state transportation commission districts.
Colorado,2017,HB 1032,https://legiscan.com/CO/bill/HB1032/2017,CO HB1032 | 2017 | Regular Session | LegiScan,Concerning the evidentiary privilege for communications made during the provision of certain peer support services.
Colorado,2017,HB 1033,https://legiscan.com/CO/bill/HB1033/2017,CO HB1033 | 2017 | Regular Session | LegiScan,Concerning an authorization for the Colorado water conservation board to finance South Platte river basin reservoir dredging projects.
Colorado,2017,HB 1034,https://legiscan.com/CO/bill/HB1034/2017,CO HB1034 | 2017 | Regular Session | LegiScan,Concerning licensing changes to the medical marijuana code to conform with the retail marijuana code.
Colorado,2017,HB 1035,https://legiscan.com/CO/bill/HB1035/2017,CO HB1035 | 2017 | Regular Session | LegiScan,Concerning allowing certain crime victims to break their rental agreements under certain circumstances.
Colorado,2017,HB 1036,https://legiscan.com/CO/bill/HB1036/2017,CO HB1036 | 2017 | Regular Session | LegiScan,Concerning permitting the carrying of concealed handguns on public school grounds.
Colorado,2017,HB 1037,https://legiscan.com/CO/bill/HB1037/2017,CO HB1037 | 2017 | Regular Session | LegiScan,Concerning the use of deadly physical force against a person who has made an illegal entry into a place of business.
Colorado,2017,HB 1038,https://legiscan.com/CO/bill/HB1038/2017,CO HB1038 | 2017 | Regular Session | LegiScan,Concerning prohibiting corporal punishment of children in certain public settings.
Colorado,2017,HB 1039,https://legiscan.com/CO/bill/HB1039/2017,CO HB1039 | 2017 | Regular Session | LegiScan,Concerning communication issues related to restorative justice.
Colorado,2017,HB 1040,https://legiscan.com/CO/bill/HB1040/2017,CO HB1040 | 2017 | Regular Session | LegiScan,Concerning authorizing the interception of communication relating to a crime of human trafficking.
Colorado,2017,HB 1041,https://legiscan.com/CO/bill/HB1041/2017,CO HB1041 | 2017 | Regular Session | LegiScan,Concerning measures to inform students of education opportunities leading to jobs.
Colorado,2017,HB 1042,https://legiscan.com/CO/bill/HB1042/2017,CO HB1042 | 2017 | Regular Session | LegiScan,Concerning increasing the supplemental kindergarten enrollment for purposes of calculating public school finance.
Colorado,2017,HB 1043,https://legiscan.com/CO/bill/HB1043/2017,CO HB1043 | 2017 | Regular Session | LegiScan,Concerning an extension of the scheduled repeal date for uniform commercial code filing fees to provide funding for the Colorado fraud investigators unit.
Colorado,2017,HB 1044,https://legiscan.com/CO/bill/HB1044/2017,CO HB1044 | 2017 | Regular Session | LegiScan,"Concerning autocycles, and, in connection therewith, clarifying that an autocycle is a type of motorcycle and requiring autocycle drivers and passengers to use safety belts and, if applicable, child safety restraints."
Colorado,2017,HB 1045,https://legiscan.com/CO/bill/HB1045/2017,CO HB1045 | 2017 | Regular Session | LegiScan,"Concerning the home care allowance grant program, and, in connection therewith, making and reducing appropriations."
Colorado,2017,HB 1046,https://legiscan.com/CO/bill/HB1046/2017,CO HB1046 | 2017 | Regular Session | LegiScan,Concerning updating statutory references to certain limited outdated terms relating to people with disabilities.
Colorado,2017,HB 1047,https://legiscan.com/CO/bill/HB1047/2017,CO HB1047 | 2017 | Regular Session | LegiScan,Concerning the scheduled repeal of reports by the department of local affairs to the general assembly.
Colorado,2017,HB 1048,https://legiscan.com/CO/bill/HB1048/2017,CO HB1048 | 2017 | Regular Session | LegiScan,Concerning the prosecution of insurance fraud.
Colorado,2017,HB 1049,https://legiscan.com/CO/bill/HB1049/2017,CO HB1049 | 2017 | Regular Session | LegiScan,Concerning the elimination of refund interest related to a property tax abatement.
Colorado,2017,HB 1050,https://legiscan.com/CO/bill/HB1050/2017,CO HB1050 | 2017 | Regular Session | LegiScan,Concerning the annual in-service training required for a county sheriff.
Colorado,2017,HB 1051,https://legiscan.com/CO/bill/HB1051/2017,CO HB1051 | 2017 | Regular Session | LegiScan,Concerning modernization of the Colorado 'Procurement Code'.
Colorado,2017,HB 1052,https://legiscan.com/CO/bill/HB1052/2017,CO HB1052 | 2017 | Regular Session | LegiScan,Concerning factors to take into consideration in determining the child welfare allocation formula in a given fiscal year.
Colorado,2017,HB 1053,https://legiscan.com/CO/bill/HB1053/2017,CO HB1053 | 2017 | Regular Session | LegiScan,Concerning orders for electronic communications.
Colorado,2017,HB 1054,https://legiscan.com/CO/bill/HB1054/2017,CO HB1054 | 2017 | Regular Session | LegiScan,"Concerning partnerships between local governments and military installations, and, in connection therewith, identifying shared-service opportunities to reduce costs and increase efficiencies."
Colorado,2017,HB 1055,https://legiscan.com/CO/bill/HB1055/2017,CO HB1055 | 2017 | Regular Session | LegiScan,Concerning a voluntary contribution designation benefiting the Urban Peak Housing and Support Services for Youth Experiencing Homelessness fund that appears on the state individual tax return forms.
Colorado,2017,HB 1056,https://legiscan.com/CO/bill/HB1056/2017,CO HB1056 | 2017 | Regular Session | LegiScan,Concerning the eligibility of a veterans' service organization to accept public service assignments offered in connection with misdemeanor sentencing.
Colorado,2017,HB 1057,https://legiscan.com/CO/bill/HB1057/2017,CO HB1057 | 2017 | Regular Session | LegiScan,"Concerning the adoption of an interstate compact to allow persons authorized to practice physical therapy in a state to obtain the privilege to practice physical therapy in other member states, and, in connection therewith, making an appropriation."
Colorado,2017,HB 1060,https://legiscan.com/CO/bill/HB1060/2017,CO HB1060 | 2017 | Regular Session | LegiScan,Concerning the scheduled repeal of reports by the department of health care policy and financing to the general assembly.
Colorado,2017,HB 1061,https://legiscan.com/CO/bill/HB1061/2017,CO HB1061 | 2017 | Regular Session | LegiScan,Concerning modification of the class of vehicles that is subject to regulation as commercial vehicles.
Colorado,2017,HB 1062,https://legiscan.com/CO/bill/HB1062/2017,CO HB1062 | 2017 | Regular Session | LegiScan,Concerning allowing local education providers to choose whether to administer certain state assessments to students enrolled in specified grades.
Colorado,2017,HB 1063,https://legiscan.com/CO/bill/HB1063/2017,CO HB1063 | 2017 | Regular Session | LegiScan,Concerning a reduction in the personal property taxes paid by a business.
Colorado,2017,HB 1064,https://legiscan.com/CO/bill/HB1064/2017,CO HB1064 | 2017 | Regular Session | LegiScan,Concerning creating the crime of misuse of electronic images by a juvenile.
